student_id,age,gender,socioeconomic_status,parental_education_level,family_background,first_generation_student,gpa,previous_academic_performance,subject_failure_count,credits_completed,course_load,scholarship_status,attendance_rate,class_participation_score,assignment_submission_rate,quiz_completion_rate,time_spent_on_learning_platform,login_frequency,engagement_score,learning_style,motivation_level,peer_interaction_score,counseling_sessions_attended,stress_level,dropout_status
S1049,18,Male,Low,Graduate,Guardian,No,3.27,Low,3,44,6,No,72,2,95,59,18.7,1,6,Visual,5,9,0,Medium,0
S1050,24,Male,Medium,Secondary,Nuclear,No,2.53,Medium,5,115,3,No,59,7,43,27,3.6,14,7,Visual,3,1,1,High,1
S1051,24,Female,Low,Secondary,Nuclear,No,3.5,High,3,20,3,No,99,2,74,34,19.9,26,8,Visual,1,10,0,Medium,0
S1052,21,Female,High,Secondary,Joint,No,1.77,Medium,4,42,5,No,41,3,67,81,14.3,9,3,Visual,4,2,2,Medium,1
S1053,21,Male,High,Primary,Nuclear,Yes,2.12,Medium,3,74,3,No,90,3,96,41,1.8,14,5,Mixed,1,6,5,High,0
S1054,21,Male,Low,Graduate,Joint,No,2.84,Medium,0,117,6,Yes,87,0,39,43,6.9,1,5,Visual,4,4,1,Low,0
S1055,25,Female,Low,None,Nuclear,Yes,2.87,Medium,5,85,4,No,76,0,36,55,4.2,17,1,Mixed,3,0,0,Medium,0
S1056,17,Other,High,Postgraduate,Nuclear,Yes,1.85,Low,5,102,5,Yes,77,10,32,47,6.9,9,1,Visual,5,0,2,Medium,1
S1057,24,Female,Medium,Secondary,Single Parent,Yes,3.12,Medium,0,104,3,Yes,57,1,52,85,10.3,29,9,Visual,2,4,4,Low,0
S1058,19,Male,Medium,Secondary,Nuclear,No,3.95,Low,4,49,3,Yes,76,4,57,100,11.8,13,10,Mixed,4,3,4,High,0
S1059,22,Male,Low,Primary,Nuclear,Yes,1.54,High,2,40,6,No,40,3,86,23,17.7,27,3,Kinesthetic,1,1,3,Medium,1
S1060,17,Female,Medium,Primary,Joint,No,1.99,Medium,2,97,6,Yes,55,1,85,90,4.6,6,9,Visual,2,10,3,Medium,1
S1061,25,Female,Low,Secondary,Nuclear,No,1.83,Medium,3,51,4,No,50,4,68,64,7.5,7,1,Visual,1,7,0,Low,1
S1062,18,Female,Low,Primary,Nuclear,Yes,3.79,Low,1,28,4,No,47,0,77,23,19.7,23,10,Mixed,4,2,2,Low,0
S1063,18,Female,Medium,Secondary,Guardian,No,2.06,Medium,0,118,7,No,98,6,96,94,10.6,17,4,Mixed,1,1,3,Low,0
S1064,22,Male,Medium,Secondary,Nuclear,Yes,1.83,Medium,3,57,4,Yes,53,5,35,42,5.6,22,7,Visual,5,0,0,Medium,1
S1065,21,Female,Low,Primary,Joint,No,3.76,High,5,80,7,Yes,91,10,56,94,9.5,13,8,Kinesthetic,3,7,1,High,0
S1066,20,Male,Low,Postgraduate,Nuclear,No,2.59,Low,0,82,6,No,52,1,38,91,17.2,13,6,Visual,3,0,3,Medium,0
S1067,19,Female,Medium,Graduate,Joint,Yes,3.2,High,3,43,4,No,86,8,50,43,18.5,8,5,Kinesthetic,4,1,3,Low,0
S1068,25,Female,Medium,Primary,Joint,No,1.91,Medium,5,71,5,No,92,7,83,65,3.1,13,2,Mixed,4,3,2,High,1
S1069,19,Female,Medium,Postgraduate,Joint,No,2.6,Medium,2,106,4,No,63,1,47,61,4.1,12,4,Mixed,3,2,3,High,0
S1070,21,Female,Medium,Postgraduate,Nuclear,Yes,3.01,Medium,1,80,7,Yes,75,7,43,52,15.0,21,7,Auditory,2,8,1,Medium,0
S1071,24,Female,High,Postgraduate,Joint,Yes,1.88,High,1,65,4,No,96,8,56,70,1.8,4,6,Visual,5,7,2,Low,0
S1072,20,Female,Low,Postgraduate,Nuclear,No,1.56,Medium,2,65,4,No,63,10,69,77,9.4,10,10,Mixed,5,3,2,Medium,0
S1073,18,Other,Low,Primary,Nuclear,No,3.3,Medium,0,70,3,No,47,10,79,52,2.7,23,9,Visual,5,1,2,Medium,0
S1074,17,Female,High,Secondary,Guardian,No,3.52,Medium,3,68,7,No,94,9,38,32,14.9,9,8,Kinesthetic,5,3,1,Low,0
S1075,25,Male,Low,Graduate,Joint,No,3.41,High,5,118,4,No,45,10,59,98,12.9,3,2,Visual,3,1,0,Medium,1
S1076,20,Female,Medium,Graduate,Nuclear,Yes,1.65,Medium,2,39,4,No,59,7,61,40,9.9,19,9,Visual,5,5,2,Medium,1
S1077,22,Male,Medium,Secondary,Nuclear,No,2.58,Medium,3,44,4,No,88,6,41,75,3.6,11,2,Kinesthetic,1,2,4,Low,0
S1078,25,Other,Low,Primary,Nuclear,Yes,3.36,High,1,52,7,Yes,43,9,85,71,12.7,2,9,Mixed,1,4,4,Medium,0
S1079,23,Male,Low,Secondary,Nuclear,No,3.48,Medium,5,49,7,No,64,5,60,88,5.4,7,8,Mixed,1,7,3,Low,0
S1080,19,Female,High,Graduate,Nuclear,Yes,3.29,Low,2,95,6,No,49,7,68,49,2.7,2,2,Auditory,3,4,3,Medium,1
S1081,17,Female,High,Primary,Nuclear,No,3.78,High,4,79,5,No,42,8,42,48,14.1,9,1,Visual,4,10,0,High,1
S1082,21,Female,Medium,Secondary,Nuclear,Yes,2.58,Low,4,107,6,Yes,52,5,39,40,6.1,20,1,Auditory,3,6,0,Low,1
S1083,25,Female,Medium,Graduate,Nuclear,No,1.55,Medium,2,115,7,Yes,95,5,93,92,5.3,8,6,Mixed,3,9,4,Low,0
S1084,23,Male,Low,Primary,Nuclear,No,2.71,High,3,98,7,Yes,51,7,82,68,3.5,24,9,Mixed,1,6,0,Low,0
S1085,22,Female,Medium,Secondary,Joint,Yes,3.48,High,0,75,7,Yes,94,3,31,86,17.9,17,7,Visual,3,7,4,Low,0
S1086,20,Female,Medium,Primary,Joint,Yes,3.55,Low,4,80,4,No,49,8,44,79,6.9,3,5,Mixed,1,10,0,Medium,0
S1087,25,Female,Low,Secondary,Nuclear,Yes,1.8,Medium,2,30,3,No,68,1,36,24,5.3,19,7,Kinesthetic,3,6,3,Low,0
S1088,24,Male,Medium,Graduate,Nuclear,Yes,3.76,Low,3,81,4,No,73,3,83,81,1.8,15,7,Visual,2,1,3,Low,0
S1089,20,Female,Low,None,Joint,Yes,1.62,Low,3,116,6,No,95,1,88,47,13.7,20,7,Kinesthetic,3,5,0,High,1
S1090,19,Male,Medium,None,Nuclear,Yes,2.48,Medium,2,113,6,No,63,9,85,20,5.6,13,6,Mixed,2,7,5,Low,0
S1091,23,Female,Low,Primary,Nuclear,No,3.15,Medium,1,106,5,No,70,7,54,28,13.3,11,8,Mixed,1,7,3,Medium,0
S1092,24,Male,Low,None,Nuclear,Yes,3.18,Medium,5,88,6,No,50,1,95,98,9.3,16,9,Auditory,1,9,3,Low,0
S1093,21,Female,Medium,Secondary,Joint,No,1.58,High,1,112,3,Yes,70,4,33,83,8.7,25,7,Auditory,1,6,3,Medium,0
S1094,22,Male,Medium,Primary,Nuclear,No,2.37,Medium,5,95,7,No,55,2,51,73,3.2,11,8,Mixed,5,8,1,Medium,0
S1095,20,Male,Medium,Secondary,Nuclear,No,3.78,Low,1,115,3,Yes,63,0,86,87,19.9,17,7,Kinesthetic,5,1,0,Low,0
S1096,24,Female,Low,None,Nuclear,No,2.44,Medium,4,25,5,No,99,6,63,57,19.2,22,9,Kinesthetic,1,9,2,High,0
S1097,25,Female,Low,Secondary,Nuclear,No,1.6,Low,5,102,3,Yes,93,8,84,53,3.5,13,7,Auditory,2,3,5,Medium,0
S1098,23,Female,Medium,Primary,Single Parent,No,2.25,Medium,2,119,3,Yes,55,10,96,52,2.1,16,8,Auditory,3,9,3,Low,0
S1099,23,Male,Medium,Graduate,Nuclear,No,3.86,High,2,91,4,No,86,6,52,27,18.4,3,7,Auditory,3,2,3,Medium,0
S1100,25,Male,High,Graduate,Single Parent,No,2.28,Low,1,97,5,No,79,1,49,58,10.5,16,7,Visual,2,10,0,Low,0
S1101,20,Male,Low,Primary,Nuclear,Yes,1.73,Medium,5,68,5,Yes,88,8,91,65,3.3,20,10,Mixed,2,7,5,High,1
S1102,18,Female,Medium,Secondary,Joint,Yes,2.35,Medium,3,24,4,Yes,51,4,82,84,13.9,13,10,Auditory,1,7,0,High,1
S1103,22,Female,Medium,Secondary,Nuclear,Yes,3.36,Medium,1,81,4,Yes,85,3,54,65,7.5,6,2,Auditory,1,1,2,Low,0
S1104,23,Male,Medium,Secondary,Nuclear,No,3.7,Medium,0,112,7,No,61,1,44,93,18.7,25,9,Auditory,3,0,3,High,0
S1105,25,Other,Medium,Postgraduate,Nuclear,Yes,3.08,Medium,2,60,3,Yes,48,6,65,83,12.1,2,2,Auditory,3,2,3,Medium,1
S1106,19,Male,Medium,None,Nuclear,No,3.0,High,2,108,5,No,97,5,89,50,19.6,16,5,Kinesthetic,3,4,3,High,0
S1107,23,Male,Low,Secondary,Joint,No,2.21,High,2,80,5,Yes,59,2,91,58,12.4,21,5,Visual,3,8,2,Medium,0
S1108,24,Male,Medium,Primary,Joint,No,3.24,Low,4,33,4,Yes,52,5,47,55,9.6,28,9,Kinesthetic,3,4,1,Medium,0
S1109,22,Male,Medium,Primary,Nuclear,Yes,2.04,High,2,93,5,No,97,9,83,47,1.2,1,8,Mixed,2,4,3,Medium,0
S1110,21,Male,Medium,None,Nuclear,No,2.69,Low,5,110,7,No,54,8,96,73,4.0,20,5,Visual,4,8,1,High,1
S1111,22,Female,Low,Graduate,Nuclear,No,2.04,Medium,2,79,6,No,48,0,94,93,19.4,16,9,Mixed,3,5,3,High,1
S1112,25,Male,High,Primary,Joint,No,3.01,Medium,0,32,5,No,96,4,89,92,14.1,14,9,Visual,3,10,0,High,0
S1113,22,Male,Medium,Secondary,Joint,Yes,3.99,High,0,84,3,No,67,3,95,86,6.7,9,6,Mixed,2,5,5,Medium,0
S1114,20,Male,Low,None,Nuclear,Yes,2.49,Medium,2,68,5,Yes,49,5,84,96,1.8,27,3,Auditory,3,8,4,High,1
S1115,22,Male,Low,Graduate,Guardian,Yes,3.44,Low,0,68,7,No,99,4,47,65,2.4,27,9,Mixed,3,8,4,Medium,0
S1116,17,Female,Medium,None,Guardian,No,2.92,Medium,5,78,6,Yes,64,10,60,62,16.5,10,6,Mixed,5,0,3,Medium,0
S1117,18,Female,High,Primary,Guardian,No,3.55,High,2,72,5,No,95,5,86,95,7.2,21,5,Visual,5,7,4,Medium,0
S1118,22,Female,Medium,Secondary,Nuclear,Yes,2.04,Medium,5,79,4,No,91,2,81,57,19.2,28,1,Mixed,2,9,2,Low,0
S1119,25,Male,Medium,Secondary,Nuclear,No,2.28,Low,2,79,3,No,70,2,98,63,7.0,22,1,Mixed,5,5,2,Medium,0
S1120,17,Female,Low,Postgraduate,Nuclear,Yes,3.59,Low,0,112,3,No,89,10,41,88,17.6,3,9,Auditory,5,3,0,Low,0
S1121,19,Female,Medium,Graduate,Single Parent,No,3.56,Low,2,45,4,No,75,4,60,22,1.0,2,2,Auditory,2,7,0,Medium,0
S1122,17,Male,Low,Secondary,Joint,Yes,1.72,Medium,5,85,3,No,75,10,62,69,11.1,6,10,Visual,5,4,0,High,1
S1123,19,Male,Low,Postgraduate,Nuclear,No,3.72,Medium,1,44,3,Yes,87,2,76,73,10.2,12,9,Mixed,4,9,0,High,0
S1124,20,Male,Medium,Primary,Nuclear,No,3.82,Medium,0,63,7,No,73,3,68,66,14.0,24,7,Kinesthetic,2,7,2,Medium,0
S1125,19,Female,Medium,None,Nuclear,Yes,2.62,Low,0,109,4,Yes,70,8,72,39,1.8,23,2,Kinesthetic,5,9,2,Low,0
S1126,18,Female,Low,Graduate,Nuclear,Yes,2.77,Medium,4,68,4,No,69,1,34,53,6.4,17,5,Mixed,2,4,2,High,0
S1127,22,Female,Medium,Secondary,Nuclear,No,3.07,Medium,1,42,6,No,88,2,80,64,2.4,24,7,Mixed,1,3,5,High,0
S1128,24,Female,Medium,Graduate,Joint,No,3.82,Medium,5,89,6,No,77,9,53,23,9.0,17,2,Mixed,3,7,3,High,0
S1129,17,Male,High,Graduate,Nuclear,No,1.72,High,0,106,5,Yes,98,1,75,37,3.7,6,6,Visual,5,3,5,Low,0
S1130,17,Male,Medium,Secondary,Nuclear,Yes,3.27,Medium,0,53,5,No,76,4,89,36,19.8,25,9,Auditory,2,7,0,Medium,0
S1131,20,Female,Medium,Secondary,Nuclear,No,3.82,Medium,5,70,5,No,70,2,80,99,17.7,5,10,Mixed,5,0,5,Medium,0
S1132,20,Male,Medium,Graduate,Nuclear,No,2.83,Medium,5,79,3,Yes,46,8,83,41,7.4,29,2,Kinesthetic,4,10,0,Medium,1
S1133,22,Male,Medium,None,Nuclear,Yes,2.39,Medium,3,83,5,Yes,41,2,80,37,7.5,23,2,Auditory,4,4,1,Low,1
S1134,17,Male,Low,Secondary,Single Parent,Yes,1.87,Medium,3,51,4,No,99,6,71,67,3.5,8,10,Visual,4,6,3,High,1
S1135,24,Male,High,None,Nuclear,No,3.45,Low,2,30,6,No,78,9,67,21,19.8,19,8,Visual,1,7,0,Low,0
S1136,18,Male,Low,Graduate,Nuclear,Yes,1.69,High,3,69,4,No,64,4,61,21,11.8,28,9,Kinesthetic,5,2,3,High,1
S1137,18,Female,Low,Postgraduate,Nuclear,Yes,3.19,Medium,3,107,4,No,58,0,88,32,3.2,18,5,Mixed,1,0,5,Medium,0
S1138,21,Female,Low,Secondary,Nuclear,Yes,2.0,Medium,1,71,5,No,52,2,62,78,5.0,10,5,Mixed,4,9,2,Medium,0
S1139,19,Female,Medium,None,Nuclear,No,2.14,High,4,110,6,No,87,0,32,80,7.6,4,7,Visual,2,2,3,Medium,0
S1140,21,Female,Medium,Graduate,Joint,Yes,2.83,Low,0,54,4,No,58,4,54,90,10.8,5,1,Mixed,4,4,3,Medium,1
S1141,23,Female,Low,Graduate,Nuclear,Yes,3.65,Low,3,111,7,No,42,3,40,56,14.0,8,7,Mixed,3,2,1,High,1
S1142,19,Female,Medium,Graduate,Joint,Yes,2.24,Medium,2,115,7,No,57,1,53,53,6.8,7,2,Mixed,5,2,4,Medium,1
S1143,20,Male,Low,Secondary,Nuclear,No,3.98,Medium,5,85,5,No,74,8,54,60,10.6,3,6,Visual,5,0,2,High,0
S1144,23,Male,Low,Graduate,Single Parent,No,3.42,Medium,0,118,7,Yes,75,5,44,44,5.7,23,2,Kinesthetic,2,1,2,High,0
S1145,24,Other,High,Postgraduate,Nuclear,No,2.99,High,0,106,5,Yes,88,5,100,68,17.6,15,7,Mixed,3,9,3,Low,0
S1146,25,Male,Low,Primary,Nuclear,Yes,2.76,High,1,80,3,No,95,4,79,49,1.6,10,1,Auditory,3,5,3,Low,0
S1147,20,Male,Medium,Primary,Nuclear,No,2.42,Medium,2,40,7,No,69,0,57,27,13.0,28,9,Visual,2,2,0,Low,0
S1148,20,Male,Low,Secondary,Nuclear,No,1.99,Low,1,115,5,No,69,9,60,50,13.7,4,3,Visual,4,6,3,Low,1
S1149,25,Male,Medium,Primary,Guardian,Yes,3.87,Low,0,98,3,No,82,1,64,92,13.6,26,5,Mixed,3,8,3,Medium,0
S1150,21,Male,Medium,Postgraduate,Single Parent,No,3.16,Medium,0,46,7,Yes,50,4,52,49,2.5,3,5,Visual,3,8,0,Medium,0
S1151,25,Male,Medium,Graduate,Nuclear,No,3.04,Medium,0,118,5,No,70,10,61,52,17.0,3,6,Kinesthetic,4,9,1,Low,0
S1152,24,Female,Low,Primary,Joint,No,2.59,Medium,5,33,6,No,65,1,63,91,10.1,10,9,Visual,5,0,2,Low,0
S1153,18,Female,Low,Graduate,Nuclear,No,2.92,Medium,3,96,3,No,73,6,98,87,5.1,15,10,Mixed,2,4,1,Medium,0
S1154,19,Male,Low,Graduate,Joint,Yes,2.75,Medium,3,119,3,Yes,81,6,45,65,18.0,1,7,Mixed,3,4,1,Medium,0
S1155,20,Male,Low,Postgraduate,Joint,Yes,2.76,Medium,0,44,6,No,64,7,37,53,15.0,7,3,Mixed,1,9,5,Low,0
S1156,21,Male,Medium,None,Single Parent,No,3.84,Low,1,100,3,No,44,7,77,20,18.8,1,1,Kinesthetic,1,2,0,Low,1
S1157,17,Female,Medium,None,Joint,No,3.55,Medium,0,116,5,No,70,6,40,32,19.2,24,6,Kinesthetic,4,5,2,High,0
S1158,18,Female,Low,Graduate,Nuclear,Yes,3.62,High,4,66,7,Yes,70,8,68,54,8.4,25,7,Visual,1,3,5,Medium,0
S1159,24,Female,Low,None,Joint,No,2.93,Medium,0,104,4,Yes,55,2,54,90,16.9,4,10,Visual,3,6,4,High,1
S1160,17,Male,Medium,Postgraduate,Nuclear,No,1.77,High,2,53,6,No,59,7,84,96,14.0,25,9,Auditory,4,9,5,High,1
S1161,24,Male,High,Secondary,Nuclear,Yes,3.77,High,1,93,7,No,66,4,98,72,3.6,17,8,Mixed,1,2,2,High,0
S1162,20,Female,Low,Secondary,Single Parent,No,2.49,Low,4,73,7,No,65,10,54,77,18.3,20,2,Visual,1,8,3,Medium,0
S1163,19,Female,High,Graduate,Nuclear,No,2.92,Medium,3,102,5,Yes,48,1,77,20,7.5,4,6,Kinesthetic,3,8,0,Medium,0
S1164,17,Female,Low,Secondary,Nuclear,No,2.53,Medium,2,32,7,Yes,44,0,93,90,6.3,3,3,Visual,1,10,3,Medium,1
S1165,23,Male,High,Primary,Joint,Yes,1.6,Low,1,27,5,No,51,2,95,71,1.9,16,8,Mixed,1,0,0,Medium,1
S1166,21,Female,High,Primary,Joint,Yes,2.56,Medium,1,65,6,No,84,8,53,26,13.1,8,8,Kinesthetic,4,8,4,Medium,0
S1167,23,Other,Medium,Primary,Joint,Yes,2.25,Medium,0,88,6,Yes,86,8,75,70,7.2,11,1,Auditory,3,9,0,Low,0
S1168,17,Female,Medium,Postgraduate,Joint,No,2.99,Medium,5,77,7,Yes,48,6,30,65,12.7,20,4,Mixed,2,8,4,Low,0
S1169,20,Male,Low,None,Nuclear,No,3.15,High,2,96,6,Yes,74,4,59,54,13.6,10,6,Kinesthetic,4,4,0,Medium,0
S1170,23,Male,Low,Graduate,Nuclear,Yes,2.11,High,4,73,7,No,50,2,67,21,2.7,17,8,Kinesthetic,1,5,4,Low,0
S1171,20,Male,Low,Postgraduate,Joint,No,1.74,Medium,3,52,3,Yes,95,6,94,29,1.8,19,5,Mixed,5,10,0,Medium,0
S1172,19,Male,High,None,Nuclear,No,1.89,Low,0,48,3,No,44,8,77,95,17.5,17,1,Auditory,2,10,0,Low,1
S1173,19,Female,Low,Primary,Nuclear,No,2.58,Medium,1,60,7,No,54,3,41,38,18.5,27,10,Mixed,2,3,3,Medium,0
S1174,22,Male,High,Graduate,Single Parent,No,3.71,High,2,108,5,Yes,77,5,100,86,11.2,11,4,Visual,2,1,5,Low,0
S1175,22,Female,Medium,Secondary,Nuclear,Yes,3.38,Medium,3,38,5,No,50,3,73,44,18.1,6,5,Auditory,3,10,0,Low,0
S1176,20,Female,Low,Primary,Nuclear,No,3.32,Low,0,29,4,No,42,4,99,57,13.4,26,3,Mixed,3,4,0,Low,1
S1177,22,Male,Low,None,Guardian,No,3.08,High,5,33,3,No,64,10,60,39,9.5,18,1,Visual,5,10,1,High,0
S1178,21,Male,Low,Primary,Nuclear,No,3.48,Medium,1,71,5,Yes,43,9,72,24,3.5,1,8,Auditory,5,3,2,Medium,0
S1179,19,Female,Medium,Primary,Nuclear,No,1.87,Medium,3,114,5,Yes,94,10,92,36,18.3,10,4,Kinesthetic,1,8,1,Medium,0
S1180,20,Female,Low,Graduate,Nuclear,Yes,3.75,High,2,47,4,Yes,57,9,30,61,15.3,28,10,Mixed,5,5,1,Medium,0
S1181,25,Female,High,Primary,Single Parent,Yes,1.79,High,2,108,4,No,98,1,59,43,12.7,1,1,Kinesthetic,3,3,3,Medium,1
S1182,24,Female,High,Primary,Joint,No,3.74,Low,3,84,3,No,75,2,65,78,7.4,16,9,Visual,1,0,3,Medium,0
S1183,23,Female,Medium,Graduate,Nuclear,Yes,2.71,Low,2,76,7,No,71,3,100,64,7.2,27,5,Mixed,1,8,1,Medium,0
S1184,23,Female,Medium,Graduate,Nuclear,No,3.25,Medium,0,78,6,No,65,6,42,57,4.9,3,2,Auditory,4,0,1,Medium,0
S1185,24,Male,Low,Secondary,Guardian,Yes,3.85,Medium,1,39,5,No,54,6,99,68,17.0,9,2,Kinesthetic,4,2,4,Medium,1
S1186,18,Male,Medium,Secondary,Single Parent,No,3.05,Medium,3,29,5,No,51,8,84,92,12.7,14,3,Visual,5,0,0,High,1
S1187,17,Male,Medium,Secondary,Joint,No,2.07,Medium,5,65,5,Yes,57,8,94,55,12.8,9,1,Kinesthetic,5,2,0,Medium,1
S1188,21,Male,Medium,Postgraduate,Single Parent,Yes,1.64,Low,3,73,5,No,80,6,43,37,13.6,16,8,Auditory,3,9,2,Low,0
S1189,21,Male,High,Postgraduate,Nuclear,No,3.58,Low,1,74,7,No,87,9,68,21,10.8,7,6,Mixed,5,6,4,Medium,0
S1190,21,Female,High,Secondary,Joint,No,2.12,Medium,4,96,3,No,42,3,54,36,19.5,24,2,Kinesthetic,5,9,0,Medium,1
S1191,21,Female,High,Primary,Nuclear,No,2.46,Medium,2,46,3,No,51,9,58,33,3.7,2,10,Auditory,5,0,2,High,1
S1192,22,Male,High,Secondary,Nuclear,No,2.82,Medium,3,23,6,No,58,7,71,71,16.5,8,5,Auditory,2,2,2,Low,0
S1193,17,Female,Low,Secondary,Nuclear,No,3.63,Low,2,94,5,No,81,6,66,36,17.6,24,1,Mixed,1,1,1,High,0
S1194,20,Male,Low,Postgraduate,Joint,Yes,2.79,Medium,4,117,6,Yes,71,6,42,99,11.6,27,7,Mixed,3,5,5,Low,0
S1195,19,Other,High,Primary,Nuclear,No,3.0,Low,4,63,4,No,40,3,73,80,3.5,16,5,Kinesthetic,1,9,0,Medium,0
S1196,20,Male,Low,Postgraduate,Nuclear,No,3.2,Low,3,48,4,No,61,4,42,76,7.8,7,1,Visual,1,5,4,Low,0
S1197,20,Male,Low,Graduate,Joint,No,3.21,Medium,5,58,7,Yes,86,8,56,77,9.7,16,8,Mixed,2,9,0,Low,0
S1198,22,Female,High,Postgraduate,Nuclear,No,2.53,Medium,0,70,4,No,59,4,82,64,7.4,26,3,Visual,3,10,4,Medium,1
S1199,17,Other,Medium,Primary,Nuclear,Yes,1.93,Low,1,43,3,No,62,3,92,42,6.1,3,2,Visual,4,7,2,Medium,1
S1200,23,Male,High,Primary,Nuclear,Yes,2.43,Medium,5,49,7,Yes,85,1,81,81,7.2,20,1,Mixed,5,9,5,Medium,0
S1201,24,Female,Low,Primary,Nuclear,Yes,2.0,High,3,48,6,No,60,4,44,28,16.1,1,3,Kinesthetic,4,3,1,Low,0
S1202,18,Female,Medium,None,Single Parent,No,2.48,Low,3,61,3,No,63,7,37,85,10.7,23,5,Auditory,3,10,1,High,0
S1203,24,Female,Medium,Secondary,Nuclear,No,3.87,High,5,53,4,No,59,7,35,32,3.9,19,1,Mixed,5,1,2,Medium,1
S1204,17,Female,Medium,Postgraduate,Joint,No,2.35,Low,0,24,4,Yes,40,10,56,64,6.2,26,9,Kinesthetic,1,10,0,Medium,0
S1205,19,Female,Low,Secondary,Joint,No,2.25,Medium,5,101,4,No,66,8,44,24,13.1,1,4,Visual,2,3,4,High,0
S1206,22,Male,Medium,Graduate,Nuclear,No,2.95,Low,0,84,7,No,99,7,100,22,17.2,28,6,Visual,3,0,4,Medium,0
S1207,25,Female,Medium,Graduate,Nuclear,Yes,1.87,Medium,5,54,4,Yes,74,6,33,64,1.9,28,9,Kinesthetic,3,4,2,High,1
S1208,21,Female,High,Secondary,Nuclear,Yes,3.19,Medium,3,86,4,No,53,9,65,91,12.1,29,10,Auditory,1,6,1,Low,0
S1209,22,Male,Medium,None,Nuclear,Yes,2.27,Low,0,54,6,Yes,56,1,69,86,9.1,11,2,Visual,3,2,5,Low,1
S1210,23,Male,Medium,Secondary,Joint,No,1.99,Medium,2,49,7,Yes,61,7,51,78,19.3,23,8,Auditory,2,3,1,Medium,0
S1211,17,Male,Medium,None,Nuclear,Yes,1.93,Medium,4,47,3,No,56,4,31,90,14.2,24,7,Auditory,1,8,0,High,1
S1212,23,Female,Medium,Primary,Nuclear,No,2.83,High,4,115,7,No,91,10,30,75,11.8,15,9,Mixed,3,10,2,Low,0
S1213,17,Female,Medium,Graduate,Single Parent,No,3.78,Medium,4,105,4,Yes,97,5,48,93,6.1,2,3,Mixed,5,6,4,High,0
S1214,24,Male,Medium,Primary,Joint,Yes,3.29,Low,3,107,5,Yes,71,4,90,44,5.4,10,2,Visual,1,6,2,Low,0
S1215,21,Female,Medium,Secondary,Joint,Yes,1.94,Medium,4,112,4,No,52,5,33,83,16.1,17,10,Visual,5,3,1,Medium,1
S1216,20,Female,Low,Graduate,Nuclear,No,2.64,Low,5,35,5,Yes,80,4,84,86,8.0,12,9,Mixed,1,8,1,Low,0
S1217,20,Male,Medium,Graduate,Nuclear,No,3.02,Medium,5,29,4,No,88,10,60,36,15.7,7,2,Mixed,4,6,3,Medium,0
S1218,23,Female,Medium,Postgraduate,Single Parent,No,2.76,Medium,1,21,3,No,88,9,71,68,9.4,23,5,Visual,1,6,2,Low,0
S1219,22,Male,Medium,Secondary,Nuclear,No,3.9,Low,3,43,5,No,78,2,77,57,9.9,25,10,Auditory,4,6,1,Medium,0
S1220,25,Male,Medium,Postgraduate,Nuclear,No,2.74,Low,2,43,4,No,96,0,48,75,12.0,8,6,Mixed,4,8,2,Low,0
S1221,18,Male,Low,Postgraduate,Single Parent,Yes,2.62,High,2,106,6,Yes,61,3,82,51,15.8,17,6,Visual,2,6,1,High,0
S1222,23,Male,Medium,Secondary,Nuclear,Yes,2.95,Low,0,74,6,Yes,90,9,62,97,13.2,16,6,Visual,2,10,1,Low,0
S1223,24,Female,Low,Secondary,Joint,Yes,2.65,Medium,3,84,6,Yes,79,0,88,34,2.7,16,7,Mixed,3,4,1,Medium,0
S1224,22,Female,Low,Primary,Nuclear,Yes,2.14,Medium,3,95,6,No,60,8,32,95,18.7,21,8,Visual,2,5,2,Medium,0
S1225,24,Male,Medium,Postgraduate,Joint,Yes,1.8,High,2,84,3,Yes,70,4,55,74,3.1,1,1,Mixed,4,0,0,Medium,1
S1226,17,Male,Medium,Primary,Nuclear,No,3.07,Medium,0,25,5,Yes,56,6,52,23,15.4,20,2,Kinesthetic,5,7,1,Medium,1
S1227,22,Female,Low,Secondary,Guardian,No,2.9,Medium,5,86,3,Yes,63,5,75,22,1.8,27,6,Auditory,1,10,3,Low,0
S1228,25,Male,Low,Primary,Joint,No,2.83,Medium,1,69,3,Yes,50,10,38,39,2.9,1,7,Auditory,4,3,5,Low,0
S1229,19,Other,Low,Primary,Nuclear,No,1.73,Medium,4,22,7,No,59,0,61,73,4.6,12,10,Mixed,5,1,1,High,1
S1230,17,Male,Medium,Graduate,Joint,No,2.19,Medium,1,118,3,Yes,90,6,66,39,16.7,23,8,Mixed,3,2,0,Low,0
S1231,21,Female,Medium,Graduate,Joint,No,2.16,Low,5,108,6,No,47,3,61,26,8.4,10,1,Auditory,3,6,3,Medium,1
S1232,20,Female,Low,Postgraduate,Joint,No,3.12,Low,3,35,7,No,55,1,54,83,4.6,28,10,Visual,5,2,2,Medium,0
S1233,25,Female,Medium,Primary,Single Parent,No,2.98,Medium,3,21,7,No,91,0,79,35,4.8,3,8,Visual,5,3,3,Medium,0
S1234,24,Female,Medium,Postgraduate,Nuclear,No,3.39,High,4,114,4,No,69,2,94,71,18.8,19,3,Auditory,5,7,3,Medium,0
S1235,21,Female,Medium,Secondary,Nuclear,No,3.34,Medium,4,76,3,No,61,2,38,28,14.1,21,4,Mixed,3,2,4,High,0
